Rank,Ticker,Name,Sector,Industry,Index,AI_Score,Technical,Fundamental,Sentiment,RSI_Sentiment,Analyst_Sentiment,Upside_Sentiment,News_Sentiment,Sentiment_Source,Risk,RSI,MACD_Hist,Above_SMA50,Above_SMA200,Golden_Cross,Short_Interest,Insider_Buying,MarketCap
672,CLF,Cleveland-Cliffs,Basic Materials,Steel,Russell1000,5.85,8.19,5.05,6.32,8.25,5.19,1.69,,rsi+analyst+upside,3.26,62.98,0.0829,1,1,0,,False,6964763136.0
673,FIS,Fidelity National Information Services,Technology,Information Technology Services,SP500,5.85,3.07,7.75,3.74,0.37,7.6,10.0,,rsi+analyst+upside,7.16,31.5,-0.1405,0,0,0,,False,20582127616.0
674,ADM,Archer Daniels Midland,Consumer Defensive,Farm Products,SP500,5.84,6.86,4.76,4.51,4.87,,3.09,,rsi+upside,7.96,49.47,-0.1438,1,1,0,,False,38445670400.0
675,LNC,Lincoln Financial,Financial Services,Insurance - Life,Russell1000,5.84,4.28,5.76,6.29,5.64,5.96,8.58,,rsi+analyst+upside,8.89,52.56,-0.0364,0,0,0,,False,6695330304.0
676,SLGN,Silgan Holdings,Consumer Cyclical,Packaging & Containers,Russell1000,5.84,4.01,6.44,5.67,3.2,8.75,10.0,,rsi+analyst+upside,7.81,42.8,-0.0264,0,0,0,,False,4053875712.0
677,TW,Tradeweb,Financial Services,Capital Markets,Russell1000,5.84,3.06,8.42,3.33,0.0,6.67,10.0,,rsi+analyst+upside,5.35,22.53,-0.0653,0,0,0,,False,21850566656.0
678,ADC,Agree Realty,Real Estate,REIT - Retail,Russell1000,5.84,4.95,7.16,3.18,0.15,7.88,7.57,,rsi+analyst+upside,5.45,30.59,-0.1308,0,1,0,,False,9049444352.0
679,LINE,"Lineage, Inc.",Real Estate,REIT - Industrial,Russell1000,5.84,6.74,4.02,7.08,8.27,5.62,4.98,,rsi+analyst+upside,8.69,63.07,-0.0677,1,1,0,,False,10980248576.0
680,CCL,Carnival Corporation,Consumer Cyclical,Travel Services,SP500,5.83,6.82,5.81,8.56,8.15,8.66,9.68,,rsi+analyst+upside,2.09,62.59,0.1165,1,0,0,,False,37405691904.0
681,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,SP500,5.82,7.76,4.49,4.83,2.97,7.9,7.36,,rsi+analyst+upside,6.55,41.87,0.2604,1,1,0,,False,373703376896.0
682,AXTA,Axalta,Basic Materials,Specialty Chemicals,Russell1000,5.81,7.22,4.44,8.77,10.0,6.83,7.03,,rsi+analyst+upside,5.15,85.43,0.3008,1,1,0,,False,6951329280.0
683,ED,Consolidated Edison,Utilities,Utilities - Regulated Electric,SP500,5.81,5.33,6.57,4.03,3.33,4.31,5.87,,rsi+analyst+upside,5.69,43.33,-0.0888,0,1,0,,False,39598514176.0
684,CNM,Core & Main,Industrials,Industrial Distribution,Russell1000,5.81,6.39,4.48,9.04,10.0,7.5,7.69,,rsi+analyst+upside,6.48,80.52,0.591,1,0,0,,False,10160513024.0
685,AWI,Armstrong World Industries,Industrials,Building Products & Equipment,Russell1000,5.81,3.83,6.57,4.98,2.29,8.06,10.0,,rsi+analyst+upside,8.06,39.15,-0.0346,0,0,0,,False,6618207232.0
686,CHE,Chemed Corporation,Healthcare,Medical Care Facilities,Russell1000,5.81,6.34,5.05,5.07,4.61,6.25,5.28,,rsi+analyst+upside,7.54,48.43,-0.9315,1,1,0,,False,5913945088.0
687,CLX,Clorox,Consumer Defensive,Household & Personal Products,SP500,5.8,5.93,5.19,6.13,6.38,4.74,6.77,,rsi+analyst+upside,7.17,55.52,0.4021,0,0,0,,False,11862384640.0
688,OWL,Blue Owl Capital,Financial Services,Asset Management,Russell1000,5.8,3.72,6.11,5.82,4.77,,10.0,,rsi+upside,8.99,49.09,-0.0688,0,0,0,,False,14436806656.0
689,HAL,Halliburton,Energy,Oil & Gas Equipment & Services,SP500,5.79,6.44,5.12,4.31,2.43,7.87,6.39,,rsi+analyst+upside,7.49,39.72,-0.1565,1,1,0,,False,32872900608.0
690,WMB,Williams Companies,Energy,Oil & Gas Midstream,SP500,5.78,4.84,6.82,3.44,0.29,8.7,7.63,,rsi+analyst+upside,6.12,31.17,-0.5535,0,1,0,,False,88349392896.0
691,AKAM,Akamai Technologies,Technology,Software - Infrastructure,SP500,5.78,6.33,5.18,4.66,3.05,7.1,7.05,,rsi+analyst+upside,7.21,42.21,-1.7122,1,1,0,,False,19400235008.0
692,DBX,Dropbox,Technology,Software - Infrastructure,Russell1000,5.78,6.36,5.11,3.87,3.88,3.75,3.96,,rsi+analyst+upside,7.88,45.54,-0.0671,1,1,0,,False,6294451712.0
693,SFM,Sprouts Farmers Market,Consumer Defensive,Grocery Stores,Russell1000,5.77,4.73,5.81,5.18,4.31,6.88,6.11,,rsi+analyst+upside,8.09,47.24,-0.5434,1,0,0,,False,8075113984.0
694,SJM,J.M. Smucker Company (The),Consumer Defensive,Packaged Foods,SP500,5.77,6.65,5.34,5.07,3.7,7.02,7.24,,rsi+analyst+upside,5.8,44.8,-0.1857,1,1,0,,False,12061924352.0
695,IPGP,IPG Photonics,Technology,Semiconductor Equipment & Materials,Russell1000,5.77,5.08,4.83,6.8,6.21,7.5,7.88,,rsi+analyst+upside,9.27,54.82,-0.1291,0,1,0,,False,4340284416.0
696,VNO,Vornado Realty Trust,Real Estate,REIT - Office,Russell1000,5.77,7.89,4.34,7.75,10.0,5.96,2.79,,rsi+analyst+upside,4.53,76.48,0.2425,1,1,0,,False,7795407872.0
697,ERIE,Erie Indemnity,Financial Services,Insurance Brokers,SP500,5.77,5.57,5.76,5.6,5.6,,,,rsi_only,6.29,52.41,1.5919,0,0,0,,False,12086541312.0
698,AA,Alcoa,Basic Materials,Aluminum,Russell1000,5.77,8.06,3.79,7.91,8.64,8.04,5.59,,rsi+analyst+upside,5.68,64.57,0.2368,1,1,0,,False,18416873472.0
699,CINF,Cincinnati Financial,Financial Services,Insurance - Property & Casualty,SP500,5.76,5.29,6.08,4.15,2.2,7.19,6.98,,rsi+analyst+upside,6.8,38.79,-0.2118,0,1,0,,False,25529497600.0
700,FIX,Comfort Systems USA,Industrials,Engineering & Construction,SP500,5.75,6.68,4.76,6.15,4.94,9.38,6.57,,rsi+analyst+upside,6.62,49.74,-13.4366,1,1,0,,False,61843914752.0
701,DOCS,Doximity,Healthcare,Health Information Services,Russell1000,5.75,4.41,5.64,6.83,6.18,6.63,8.98,,rsi+analyst+upside,8.06,54.71,0.0991,0,0,0,,False,3706816512.0
702,AM,Antero Midstream,Energy,Oil & Gas Midstream,Russell1000,5.75,5.08,6.45,3.12,1.46,4.69,6.53,,rsi+analyst+upside,6.72,35.82,-0.0199,0,1,0,,False,10140870656.0
703,SYF,Synchrony Financial,Financial Services,Credit Services,SP500,5.74,4.25,5.83,6.13,4.43,7.93,9.46,,rsi+analyst+upside,8.17,47.7,-0.0719,0,0,0,,False,23949559808.0
704,FOX,Fox Corporation (Class B),Communication Services,Entertainment,SP500,5.74,8.26,3.5,6.22,6.22,,,,rsi_only,7.11,54.88,0.0883,1,1,0,,False,25333032960.0
705,QCOM,Qualcomm,Technology,Semiconductors,SP500,5.74,6.52,4.85,6.08,6.08,,,,rsi_only,6.59,54.33,-3.5645,1,1,0,,False,204486541312.0
706,LDOS,Leidos,Technology,Information Technology Services,SP500,5.74,5.24,5.64,5.68,3.83,6.91,10.0,,rsi+analyst+upside,7.11,45.33,0.686,0,0,0,,False,15401172992.0
707,RBLX,Roblox Corporation,Communication Services,Electronic Gaming & Multimedia,Russell1000,5.73,4.11,6.92,4.36,1.37,7.71,10.0,,rsi+analyst+upside,6.33,35.47,0.0486,0,0,0,,False,30414776320.0
708,SOLV,Solventum,Healthcare,Medical Instruments & Supplies,SP500,5.73,8.21,3.14,6.6,6.98,6.33,5.72,,rsi+analyst+upside,7.94,57.92,0.2359,1,1,0,,False,13953552384.0
709,HUN,Huntsman Corporation,Basic Materials,Chemicals,Russell1000,5.73,6.68,4.43,5.71,6.34,4.46,5.09,,rsi+analyst+upside,7.75,55.36,-0.0948,1,1,0,,False,2461901568.0
710,ASH,Ashland Global,Basic Materials,Specialty Chemicals,Russell1000,5.73,8.11,3.59,6.99,6.5,8.54,6.9,,rsi+analyst+upside,6.56,56.0,0.0346,1,1,0,,False,2633254912.0
711,MTN,Vail Resorts,Consumer Cyclical,Resorts & Casinos,Russell1000,5.73,7.8,3.37,8.77,10.0,6.67,7.18,,rsi+analyst+upside,6.63,83.67,1.0216,1,1,0,,False,4685033472.0
712,ALAB,Astera Labs,Technology,Semiconductors,Russell1000,5.72,8.09,5.62,7.56,10.0,7.79,0.0,,rsi+analyst+upside,0.0,73.19,0.6811,1,1,0,,False,53143318528.0
713,XRAY,Dentsply Sirona,Healthcare,Medical Instruments & Supplies,Russell1000,5.72,5.46,4.55,7.31,7.04,5.44,10.0,,rsi+analyst+upside,8.71,58.15,0.0639,0,0,0,,False,2058356608.0
714,L,Loews Corporation,Financial Services,Insurance - Property & Casualty,SP500,5.72,6.93,5.06,3.24,3.24,,,,rsi_only,6.97,42.96,0.0636,0,1,0,,False,22164393984.0
715,INTU,Intuit,Technology,Software - Application,SP500,5.72,2.5,7.63,3.71,0.0,8.53,10.0,,rsi+analyst+upside,7.78,29.63,-2.8475,0,0,0,,False,80050601984.0
716,FOXA,Fox Corporation (Class A),Communication Services,Entertainment,SP500,5.72,8.16,3.5,6.4,6.35,,6.59,,rsi+upside,7.05,55.42,0.1019,1,1,0,,False,28404592640.0
717,IRDM,Iridium Communications,Communication Services,Telecom Services,Russell1000,5.71,6.69,4.1,5.78,7.22,7.25,0.0,,rsi+analyst+upside,8.56,58.89,-0.397,1,1,0,,False,4658892800.0
718,LSTR,Landstar,Industrials,Integrated Freight & Logistics,Russell1000,5.71,6.99,4.82,7.0,10.0,5.0,0.0,,rsi+analyst+upside,4.99,94.29,2.4556,1,1,0,,False,7418742272.0
719,SO,Southern Company,Utilities,Utilities - Regulated Electric,SP500,5.7,5.45,6.23,4.1,2.54,6.04,6.84,,rsi+analyst+upside,5.71,40.15,-0.1051,0,1,0,,False,105126461440.0
720,MTZ,MasTec,Industrials,Engineering & Construction,Russell1000,5.7,4.83,6.94,4.5,1.05,9.38,10.0,,rsi+analyst+upside,4.48,34.2,-4.696,0,1,0,,False,26980888576.0
721,MSGS,Madison Square Garden Sports,Communication Services,Entertainment,Russell1000,5.7,7.38,4.45,8.56,10.0,7.19,5.63,,rsi+analyst+upside,4.2,87.6,1.7304,1,1,0,,False,9190090752.0
722,CNP,CenterPoint Energy,Utilities,Utilities - Regulated Electric,SP500,5.69,5.82,5.11,5.87,5.68,,6.65,,rsi+upside,7.03,52.72,-0.005,0,1,0,,False,27798931456.0
723,QGEN,Qiagen,Healthcare,Diagnostics & Research,Russell1000,5.69,5.45,4.78,9.13,9.13,,,,rsi_only,6.64,66.53,0.3749,0,0,0,,False,7581749760.0
724,NOC,Northrop Grumman,Industrials,Aerospace & Defense,SP500,5.69,5.67,6.2,5.93,4.08,7.61,9.81,,rsi+analyst+upside,4.03,46.34,2.912,0,0,0,,False,77203709952.0
725,AOS,A. O. Smith,Industrials,Specialty Industrial Machinery,SP500,5.69,5.87,4.36,6.67,6.08,6.15,8.95,,rsi+analyst+upside,8.69,54.32,0.3068,0,0,0,,False,8078135808.0
726,FWONA,Liberty Formula 1 (Series A),Communication Services,Entertainment,Russell1000,5.69,4.15,6.1,5.73,2.88,10.0,10.0,,rsi+analyst+upside,7.49,41.52,-0.4605,0,0,0,,False,20416847872.0
727,WSC,WillScot Mobile Mini,Industrials,Rental & Leasing Services,Russell1000,5.68,8.28,3.15,8.45,10.0,6.5,5.74,,rsi+analyst+upside,6.26,70.15,0.006,1,1,0,,False,4856087040.0
728,ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories,Russell1000,5.68,4.7,6.86,5.9,3.68,8.46,10.0,,rsi+analyst+upside,3.96,44.74,-0.2678,1,0,0,,False,12609864704.0
729,MP,MP Materials,Basic Materials,Other Industrial Metals & Mining,Russell1000,5.68,3.83,6.62,7.03,5.27,9.31,10.0,,rsi+analyst+upside,5.69,51.1,-0.6927,0,0,0,,False,9412158464.0
730,OSK,Oshkosh Corporation,Industrials,Farm & Heavy Construction Machinery,Russell1000,5.67,5.63,4.55,8.77,9.11,7.64,8.91,,rsi+analyst+upside,7.03,66.43,1.29,0,0,0,,False,8134974976.0
731,UBER,Uber,Technology,Software - Application,SP500,5.67,3.56,6.65,4.35,0.97,8.87,10.0,,rsi+analyst+upside,7.79,33.87,-0.21,0,0,0,,False,141677690880.0
732,EEFT,Euronet Worldwide,Technology,Software - Infrastructure,Russell1000,5.67,3.59,6.15,5.5,3.34,7.5,10.0,,rsi+analyst+upside,8.5,43.36,-0.1418,0,0,0,,False,2489349632.0
733,HOOD,Robinhood Markets,Financial Services,Capital Markets,SP500,5.67,6.25,5.97,7.27,6.86,7.87,7.9,,rsi+analyst+upside,2.52,57.44,0.5468,1,0,0,,False,71477592064.0
734,GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,SP500,5.66,5.6,4.62,8.67,8.8,6.94,10.0,,rsi+analyst+upside,6.88,65.19,0.5654,0,0,0,,False,13785609216.0
735,GLOB,Globant,Technology,Information Technology Services,Russell1000,5.66,4.53,5.14,5.72,3.81,7.19,10.0,,rsi+analyst+upside,9.42,45.23,0.0947,0,0,0,,False,1572599296.0
736,NCNO,nCino,Technology,Software - Application,Russell1000,5.66,3.48,6.03,6.42,4.86,7.5,10.0,,rsi+analyst+upside,8.39,49.45,-0.0289,0,0,0,,False,1652058496.0
737,KNX,Knight-Swift,Industrials,Trucking,Russell1000,5.66,7.78,3.75,8.4,10.0,8.33,3.69,,rsi+analyst+upside,5.34,86.84,0.6382,1,1,0,,False,12873586688.0
738,WM,Waste Management,Industrials,Waste Management,SP500,5.65,5.67,5.65,4.68,2.39,8.12,8.08,,rsi+analyst+upside,6.24,39.58,0.701,0,0,0,,False,89129738240.0
739,BJ,BJ's Wholesale Club,Consumer Defensive,Discount Stores,Russell1000,5.64,5.43,6.31,4.1,2.23,7.07,6.73,,rsi+analyst+upside,5.03,38.94,0.21,0,0,0,,False,11763808256.0
740,AMD,Advanced Micro Devices,Technology,Semiconductors,SP500,5.64,6.64,6.01,7.62,8.23,8.77,4.61,,rsi+analyst+upside,1.25,62.93,-5.9945,1,1,0,,False,723888832512.0
741,CCC,CCC Intelligent Solutions,Technology,Software - Application,Russell1000,5.64,5.17,5.1,7.45,6.58,7.5,10.0,,rsi+analyst+upside,6.98,56.34,0.0472,0,0,0,,False,2702861312.0
742,PPLI,People Inc.,Communication Services,Internet Content & Information,Russell1000,5.64,5.74,4.03,7.23,6.39,7.95,9.01,,rsi+analyst+upside,9.17,55.56,-0.079,0,1,0,,False,3086708992.0
743,ZS,Zscaler,Technology,Software - Infrastructure,NDX100,5.64,2.52,7.22,4.2,0.76,8.72,10.0,,rsi+analyst+upside,8.12,33.06,-3.9861,0,0,0,,False,19619407872.0
744,NXST,Nexstar Media Group,Communication Services,Broadcasting,Russell1000,5.63,3.19,7.63,2.0,0.0,,10.0,,rsi+upside,6.92,24.2,-0.5536,0,0,0,,False,5426010624.0
745,GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,Russell1000,5.63,5.15,5.78,3.26,0.3,6.36,9.01,,rsi+analyst+upside,7.75,31.21,0.1643,0,0,0,,False,12474168320.0
746,CHH,Choice Hotels,Consumer Cyclical,Lodging,Russell1000,5.63,5.31,5.15,4.86,4.55,4.53,6.12,,rsi+analyst+upside,8.23,48.19,-0.4387,0,1,0,,False,4933075968.0
747,BLD,TopBuild,Industrials,Engineering & Construction,Russell1000,5.63,4.21,6.76,5.11,3.59,6.67,8.12,,rsi+analyst+upside,5.4,44.35,-1.5522,0,0,0,,False,11368714240.0
748,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,SP500,5.63,4.31,7.02,3.46,0.0,7.29,10.0,,rsi+analyst+upside,5.57,21.18,-2.5818,0,1,0,,False,17529806848.0
749,NOV,NOV Inc.,Energy,Oil & Gas Equipment & Services,Russell1000,5.62,8.34,2.56,5.39,5.09,6.19,5.46,,rsi+analyst+upside,9.49,50.37,0.0067,1,1,0,,False,7360802816.0
750,ZBRA,Zebra Technologies,Technology,Communication Equipment,SP500,5.62,4.38,6.96,4.04,0.63,8.33,10.0,,rsi+analyst+upside,5.12,32.5,-2.657,1,0,0,,False,10655589376.0
751,CNXC,Concentrix,Technology,Information Technology Services,Russell1000,5.61,6.14,4.53,8.89,8.78,8.12,10.0,,rsi+analyst+upside,5.6,65.1,0.3052,1,0,0,,False,1633709184.0
752,LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,Russell1000,5.61,4.13,5.28,6.96,6.2,,10.0,,rsi+upside,8.64,54.8,-0.0283,0,0,0,,False,6446208000.0
753,IFF,International Flavors & Fragrances,Basic Materials,Specialty Chemicals,SP500,5.61,5.33,4.46,5.91,4.01,8.29,9.26,,rsi+analyst+upside,9.38,46.02,-0.4666,0,1,0,,False,19094147072.0
754,COHR,Coherent Corp.,Technology,Scientific & Technical Instruments,SP500,5.61,6.81,5.19,6.63,7.36,,3.67,,rsi+upside,3.78,59.45,-0.1693,1,1,0,,False,65828818944.0
755,CHD,Church & Dwight,Consumer Defensive,Household & Personal Products,SP500,5.61,6.45,4.76,4.96,3.9,6.9,6.21,,rsi+analyst+upside,6.91,45.61,-0.0809,1,1,0,,False,22949173248.0
756,BA,Boeing,Industrials,Aerospace & Defense,SP500,5.6,4.22,5.44,5.92,3.99,8.43,9.17,,rsi+analyst+upside,8.61,45.97,-1.2065,0,0,0,,False,167872921600.0
757,CCK,Crown Holdings,Consumer Cyclical,Packaging & Containers,Russell1000,5.6,3.87,7.1,2.73,0.91,,10.0,,rsi+upside,6.49,33.65,-0.3026,0,0,0,,False,10557820928.0
758,GPK,Graphic Packaging,Consumer Cyclical,Packaging & Containers,Russell1000,5.59,4.76,5.28,7.43,8.46,4.75,7.01,,rsi+analyst+upside,6.96,63.84,-0.0064,1,0,0,,False,3180789504.0
759,FER,Ferrovial,Industrials,Engineering & Construction,NDX100,5.59,5.65,4.66,5.21,3.87,6.67,7.79,,rsi+analyst+upside,8.53,45.48,-0.1869,0,1,0,,False,46763597824.0
760,NKE,"Nike, Inc.",Consumer Cyclical,Footwear & Accessories,SP500,5.59,5.3,4.34,7.16,6.34,6.78,10.0,,rsi+analyst+upside,8.88,55.37,0.0121,0,0,0,,False,65455206400.0
761,MOS,Mosaic Company (The),Basic Materials,Agricultural Inputs,SP500,5.58,3.86,5.47,6.32,5.42,6.12,9.24,,rsi+analyst+upside,8.87,51.67,-0.006,0,0,0,,False,6711331840.0
762,STAG,STAG Industrial,Real Estate,REIT - Industrial,Russell1000,5.58,4.33,5.72,3.9,2.13,6.25,6.87,,rsi+analyst+upside,8.76,38.51,-0.106,0,0,0,,False,7438264320.0
763,TTD,Trade Desk (The),Communication Services,Advertising Agencies,SP500,5.58,2.6,6.85,4.29,1.73,6.25,10.0,,rsi+analyst+upside,8.6,36.92,-0.1726,0,0,0,,False,9033132032.0
764,WMS,Advanced Drainage Systems,Industrials,Building Products & Equipment,Russell1000,5.57,4.07,5.78,5.76,3.12,9.44,10.0,,rsi+analyst+upside,7.81,42.49,-0.4243,0,0,0,,False,10121357312.0
765,CF,CF Industries,Basic Materials,Agricultural Inputs,SP500,5.57,4.52,7.31,2.63,0.0,5.36,7.77,,rsi+analyst+upside,4.42,25.15,-0.9124,0,1,0,,False,16790144000.0
766,CTVA,Corteva,Basic Materials,Agricultural Inputs,SP500,5.57,4.92,6.58,3.25,0.0,8.18,8.09,,rsi+analyst+upside,5.35,24.89,-0.3502,0,1,0,,False,50188251136.0
767,NSC,Norfolk Southern,Industrials,Railroads,SP500,5.56,6.49,4.49,4.24,2.9,6.12,6.39,,rsi+analyst+upside,7.8,41.61,-0.9773,1,1,0,,False,70101401600.0
768,OGN,Organon & Co.,Healthcare,Drug Manufacturers - General,Russell1000,5.56,6.7,4.9,3.23,3.79,,1.0,,rsi+upside,6.8,45.16,-0.1824,1,1,0,,False,3517538816.0
769,BF-B,Brown–Forman,Consumer Defensive,Beverages - Wineries & Distilleries,SP500,5.56,6.18,4.85,5.39,5.44,4.86,5.78,,rsi+analyst+upside,6.6,51.74,0.0802,0,0,0,,False,12057024512.0
770,QRVO,Qorvo,Technology,Semiconductors,Russell1000,5.55,7.06,3.93,5.86,6.68,5.6,3.64,,rsi+analyst+upside,7.18,56.73,-0.6845,1,1,0,,False,8299249152.0
771,BMY,Bristol Myers Squibb,Healthcare,Drug Manufacturers - General,SP500,5.55,5.52,5.79,4.64,3.24,6.21,7.25,,rsi+analyst+upside,5.49,42.97,-0.1098,0,1,0,,False,114692939776.0
772,ARM,Arm Holdings,Technology,Semiconductors,NDX100,5.53,7.93,5.33,7.56,10.0,7.81,0.0,,rsi+analyst+upside,0.0,70.62,2.6048,1,1,0,,False,322789441536.0
773,TRGP,Targa Resources,Energy,Oil & Gas Midstream,SP500,5.52,6.29,4.56,4.47,2.48,8.64,6.25,,rsi+analyst+upside,7.54,39.93,-1.2014,1,1,0,,False,56642383872.0
774,HON,Honeywell,Industrials,Conglomerates,SP500,5.52,5.31,4.7,5.19,3.56,7.4,7.87,,rsi+analyst+upside,8.64,44.25,-1.5578,0,1,0,,False,135326130176.0
775,BROS,Dutch Bros Inc.,Consumer Cyclical,Restaurants,Russell1000,5.52,6.72,5.22,8.48,7.7,9.27,10.0,,rsi+analyst+upside,2.07,60.81,0.1624,1,0,0,,False,9848650752.0
776,TRI,Thomson Reuters,Industrials,Specialty Business Services,NDX100,5.51,4.48,6.39,5.33,2.86,8.06,10.0,,rsi+analyst+upside,5.04,41.45,0.013,0,0,0,,False,35957706752.0
777,KMX,CarMax,Consumer Cyclical,Auto & Truck Dealerships,Russell1000,5.51,6.74,4.34,7.44,10.0,5.0,2.19,,rsi+analyst+upside,5.31,86.82,0.8592,1,1,0,,False,6703865344.0
778,CZR,Caesars Entertainment,Consumer Cyclical,Resorts & Casinos,Russell1000,5.51,7.17,4.69,8.6,10.0,6.56,6.45,,rsi+analyst+upside,2.56,85.71,0.0741,1,1,0,,False,5968242176.0
779,GWRE,Guidewire Software,Technology,Software - Application,Russell1000,5.51,3.57,5.5,5.97,3.78,8.5,10.0,,rsi+analyst+upside,9.09,45.11,-0.7679,0,0,0,,False,10108988416.0
780,BAH,Booz Allen Hamilton,Industrials,Consulting Services,Russell1000,5.51,6.73,4.29,7.09,7.36,5.33,8.06,,rsi+analyst+upside,5.67,59.42,0.2017,1,0,0,,False,9376420864.0
781,TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,SP500,5.5,5.58,5.32,5.36,4.9,6.65,5.45,,rsi+analyst+upside,5.97,49.6,-4.4608,1,0,0,,False,1446404292608.0
782,AMTM,Amentum,Industrials,Specialty Business Services,Russell1000,5.5,5.32,4.33,5.44,3.57,6.46,10.0,,rsi+analyst+upside,9.43,44.3,0.0867,0,0,0,,False,5371294208.0
783,PEP,PepsiCo,Consumer Defensive,Beverages - Non-Alcoholic,SP500,5.5,4.0,7.03,3.53,1.02,6.09,8.54,,rsi+analyst+upside,5.2,34.06,-0.3173,0,0,0,,False,196825825280.0
784,CWEN-A,Clearway Energy (Class A),Utilities,Utilities - Renewable,Russell1000,5.5,4.96,7.62,5.86,5.0,8.75,5.54,,rsi+analyst+upside,0.0,,-0.0501,1,1,0,,False,8307674112.0
785,NFLX,Netflix,Communication Services,Entertainment,SP500,5.49,2.83,7.98,3.66,0.0,8.3,10.0,,rsi+analyst+upside,4.54,19.97,-0.3223,0,0,0,,False,343230185472.0
786,MKTX,MarketAxess,Financial Services,Capital Markets,Russell1000,5.48,2.31,8.23,3.29,0.0,6.43,10.0,,rsi+analyst+upside,5.05,7.84,-0.9341,0,0,0,,False,4203961856.0
787,TSCO,Tractor Supply,Consumer Cyclical,Specialty Retail,SP500,5.48,4.83,5.59,5.38,3.13,7.5,10.0,,rsi+analyst+upside,6.55,42.52,0.3262,0,0,0,,False,15917045760.0
788,ORI,Old Republic International,Financial Services,Insurance - Property & Casualty,Russell1000,5.47,3.96,7.11,0.93,0.93,,,,rsi_only,6.6,33.72,-0.0293,0,0,0,,False,9340297216.0
789,CHRD,Chord Energy,Energy,Oil & Gas E&P,Russell1000,5.47,5.15,5.89,4.59,1.65,8.75,9.24,,rsi+analyst+upside,5.45,36.6,-0.6082,0,1,0,,False,7531142144.0
790,BSX,Boston Scientific,Healthcare,Medical Devices,SP500,5.47,2.43,7.97,3.76,0.0,8.79,10.0,,rsi+analyst+upside,5.19,23.95,-0.1657,0,0,0,,False,73165832192.0
791,MRVL,Marvell Technology,Technology,Semiconductors,NDX100,5.46,8.39,4.42,7.82,10.0,8.92,0.18,,rsi+analyst+upside,1.17,74.48,8.2704,1,1,0,,False,216005607424.0
792,MPT,Medical Properties Trust,Real Estate,REIT - Healthcare Facilities,Russell1000,5.46,4.25,6.16,4.03,2.5,4.72,7.93,,rsi+analyst+upside,6.73,40.0,-0.021,0,0,0,,False,2981528320.0
793,GDDY,GoDaddy,Technology,Software - Infrastructure,SP500,5.45,2.83,6.83,3.79,0.59,7.19,10.0,,rsi+analyst+upside,7.68,32.37,-0.9325,0,0,0,,False,10796698624.0
794,BF-A,Brown–Forman (Class A),Consumer Defensive,Beverages - Wineries & Distilleries,Russell1000,5.45,6.05,4.85,4.62,4.62,,,,rsi_only,6.62,48.5,0.0376,0,0,0,,False,12215276544.0
795,PSN,Parsons Corporation,Technology,Information Technology Services,Russell1000,5.44,6.29,3.83,9.25,10.0,7.86,8.4,,rsi+analyst+upside,6.05,71.44,0.49,1,0,0,,False,6098845184.0
796,MOH,Molina Healthcare,Healthcare,Healthcare Plans,Russell1000,5.44,7.69,2.87,6.71,8.01,5.83,3.68,,rsi+analyst+upside,7.79,62.04,0.5968,1,1,0,,False,10497368064.0
797,DD,DuPont,Basic Materials,Specialty Chemicals,SP500,5.44,5.33,4.36,5.4,3.22,8.75,8.57,,rsi+analyst+upside,8.91,42.88,-0.2305,0,1,0,,False,18683310080.0
798,EMN,Eastman Chemical Company,Basic Materials,Specialty Chemicals,Russell1000,5.43,5.59,3.85,5.99,5.51,,7.94,,rsi+upside,9.46,52.02,-0.2719,0,1,0,,False,8156582912.0
799,INSM,Insmed Incorporated,Healthcare,Biotechnology,NDX100,5.43,2.84,7.08,3.89,0.0,9.43,10.0,,rsi+analyst+upside,6.66,27.86,-0.0703,0,0,0,,False,20822325248.0
800,ONTO,Onto Innovation,Technology,Semiconductor Equipment & Materials,Russell1000,5.43,6.69,3.78,7.83,6.49,9.69,10.0,,rsi+analyst+upside,6.28,55.97,-0.5113,1,1,0,,False,12859706368.0
801,APD,Air Products,Basic Materials,Specialty Chemicals,SP500,5.43,4.62,6.38,3.16,0.0,7.72,8.08,,rsi+analyst+upside,5.7,19.66,-1.0272,0,1,0,,False,62214762496.0
802,SRE,Sempra,Utilities,Utilities - Diversified,SP500,5.43,6.07,4.28,5.59,3.97,8.29,7.72,,rsi+analyst+upside,7.47,45.9,0.0244,0,0,0,,False,59461222400.0
803,PM,Philip Morris International,Consumer Defensive,Tobacco,SP500,5.41,5.67,6.08,2.94,0.0,8.0,6.68,,rsi+analyst+upside,4.54,24.95,-1.6095,1,1,0,,False,278833954816.0
804,DHI,D. R. Horton,Consumer Cyclical,Residential Construction,SP500,5.41,5.82,4.19,7.63,8.24,6.0,7.43,,rsi+analyst+upside,6.8,62.94,0.2853,0,0,0,,False,42423513088.0
